name,features,cuisines,meals,special meals,official_description,rating,street,country,region,coords,image
Thai Asien Take Away,"Takeout, Seating, Table Service, Reservations, ","Asian, Thai, ","Dinner, Lunch, ","Vegetarian Friendly, Vegan Options, ",,4.0,Holbergsgade 22,Denmark,Zealand,"{'latitude': '55.67844', 'longitude': '12.590242'}",https://media-cdn.tripadvisor.com/media/photo-o/17/53/a0/dc/caption.jpg
Tribeca NV,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, ","Italian, Pizza, European, ","Dinner, Lunch, ","Vegetarian Friendly, Vegan Options, ",,3.5,Bygmestervej 2,Denmark,Zealand,"{'latitude': '55.70627', 'longitude': '12.534121'}",https://media-cdn.tripadvisor.com/media/photo-o/0a/45/e7/21/tribeca-nv.jpg
Lou Lou,"Reservations, Seating, Table Service, ","Italian, ","Dinner, ",,,3.0,Hovedvagtsgade 8,Denmark,Zealand,"{'latitude': '55.681686', 'longitude': '12.582208'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/53/dc/49/photo0jpg.jpg
Cucinetta - CLOSED,,"Italian, ","Lunch, Dinner, ",,,0.0,Halmtorvet 18,Denmark,Zealand,"{'latitude': '55.670475', 'longitude': '12.560553'}",https://media-cdn.tripadvisor.com/media/photo-o/11/29/1d/eb/photo0jpg.jpg
90'eren,,,,,,4.0,Gl. Kongevej 90,Denmark,Zealand,"{'latitude': '55.67517', 'longitude': '12.54768'}",
Veggie Heroes,"Reservations, Seating, Takeout, Serves Alcohol, ","Chinese, Asian, Healthy, Indian, ","Dinner, Lunch, ","Vegan Options, Vegetarian Friendly, ",,4.0,Blegdamsvej 106,Denmark,Zealand,"{'latitude': '55.6974', 'longitude': '12.573615'}",https://media-cdn.tripadvisor.com/media/photo-o/15/03/75/9d/buffet.jpg
SSAM Korean Food Bar,"Takeout, Reservations, Seating, Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, ","Asian, Korean, ","Dinner, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ","SSAM is a cozy little restaurant in the heart of Copenhagen, located on Vesterbro, only 2 minutes walk from the central station. We serve Korean food, accompanied by alot of korean soju and beer. K-pop music and local waitress will bring you right into the centre of modern South Korea, at least for a couple of hours.",4.5,Colbjoernsensgade 7,Denmark,Zealand,"{'latitude': '55.672565', 'longitude': '12.562085'}",https://media-cdn.tripadvisor.com/media/photo-o/16/6e/6d/11/ssam.jpg
Cafe Baggarden,,"International, European, Danish, ",,"Vegetarian Friendly, ",,5.0,Noerre Alle 7,Denmark,Zealand,"{'latitude': '55.69153', 'longitude': '12.56056'}",https://media-cdn.tripadvisor.com/media/photo-o/07/71/94/cb/always-veggie-options.jpg
Strand Pizza,,,"Lunch, Dinner, ",,,2.5,Strandboulevarden 72,Denmark,Zealand,"{'latitude': '55.70404', 'longitude': '12.58799'}",
Venus Pizzeria,,"Indian, Pizza, Pakistani, ","Dinner, ",,,3.0,Soendre Fasanvej 70,Denmark,Zealand,"{'latitude': '55.669308', 'longitude': '12.516987'}",https://media-cdn.tripadvisor.com/media/photo-o/14/ec/37/98/img-20181002-210851-largejpg.jpg
Cafe Grekenlandsvej,"Takeout, ",,,,,5.0,Graekenlandsvej 33,Denmark,Zealand,"{'latitude': '55.65245', 'longitude': '12.6161'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/d6/b4/14/real-homemade-danish.jpg
La focaccia,,"Italian, ",,,,3.0,Sluseholmen 44,Denmark,Zealand,"{'latitude': '55.647', 'longitude': '12.54997'}",
Dana,"Seating, Highchairs Available, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards, ","Indian, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,2.5,Frederiksborggade 21 Torvehallerne,Denmark,Zealand,"{'latitude': '55.68431', 'longitude': '12.5695'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/d0/e4/ad/indian-pancakes-made.jpg
Hija De Sanchez,"Wheelchair Accessible, Takeout, ","Mexican, Latin, Spanish, ","Lunch, Brunch, ","Vegetarian Friendly, Vegan Options, ",,4.0,Torvehallerne Market,Denmark,Zealand,"{'latitude': '55.68354', 'longitude': '12.569288'}",https://media-cdn.tripadvisor.com/media/photo-o/19/19/b0/7e/img-20190821-145915-largejpg.jpg
Pronto Pizza III,,"Pizza, ",,,,4.5,Vesterbrogade 167,Denmark,Zealand,"{'latitude': '55.67034', 'longitude': '12.53617'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/11/49/e2/pepperoni-and-extra-cheese.jpg
Restaurant Schonnemann,"Reservations, Seating, Serves Alcohol, Table Service, ","Danish, Scandinavian, ","Lunch, ","Gluten Free Options, ",Some of the world's top chefs ranked their top eating experiences around the world. See where you should grab your next meal.,4.5,Haydee Plads 16-28,Denmark,Zealand,"{'latitude': '55.68274', 'longitude': '12.575758'}",https://media-cdn.tripadvisor.com/media/photo-o/17/a2/90/da/photo2jpg.jpg
Quattro Fontane Italiensk Restaurant,"Takeout, Reservations, Seating, Serves Alcohol, Table Service, ","Italian, Pizza, Mediterranean, European, ","Lunch, Dinner, Drinks, ","Vegetarian Friendly, ",Lovely Italian restaurant in the heart of Copenhagen. Great food and pizza in a traditional trattoria.,4.0,Guldbergsgade 3,Denmark,Zealand,"{'latitude': '55.690823', 'longitude': '12.559901'}",https://media-cdn.tripadvisor.com/media/photo-o/10/6b/e5/ca/ta-img-20170825-182002.jpg
Letz Sushi Nordhavn,"Reservations, Seating, Table Service, Wheelchair Accessible, ","Sushi, Asian, Japanese, Seafood, Japanese Fusion, ","Lunch, Dinner, Drinks, ",,The ocean is spoiling us everyday with incredible flavors that we can,3.5,Bordeauxgade 2,Denmark,Zealand,"{'latitude': '55.706528', 'longitude': '12.595757'}",https://media-cdn.tripadvisor.com/media/photo-o/15/12/94/f2/sushi-mix.jpg
VIET - NAM NAM,"Reservations, Delivery, Takeout, Table Service, ","Asian, Vietnamese, ","Dinner, Lunch, ",,,4.0,Godthaabsvej 8,Denmark,Zealand,"{'latitude': '55.68565', 'longitude': '12.53769'}",https://media-cdn.tripadvisor.com/media/photo-o/16/f1/91/dc/bep-viet.jpg
Nyhavns Hereford House,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service, ","European, Scandinavian, Danish, International, ","Lunch, Dinner, Late Night, ","Gluten Free Options, ",,3.5,Nyhavn 41,Denmark,Zealand,"{'latitude': '55.679905', 'longitude': '12.590854'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/28/b7/1d/photo0jpg.jpg
Senorita Mexicansk Restaurant,"Reservations, Seating, Serves Alcohol, Table Service, Takeout, ","Mexican, Latin, ",,,UmI2X19TQjk,3.0,"Istedgade 49, St, Th",Denmark,Zealand,"{'latitude': '55.66971', 'longitude': '12.554856'}",https://media-cdn.tripadvisor.com/media/photo-o/16/a1/ee/01/kombi-menu-nachos-med.jpg
Fiskekutteren HM800 Jammerbugt - Thorupstrand Fisk,"Seating, Takeout, ","Seafood, Danish, European, ","Lunch, Dinner, ",,,4.5,Havnegade 52,Denmark,Zealand,"{'latitude': '55.678513', 'longitude': '12.593211'}",https://media-cdn.tripadvisor.com/media/photo-o/15/15/8f/4a/photo0jpg.jpg
nihao YAO,"Takeout, ","Chinese, Asian, Taiwanese, ","Lunch, Dinner, ",,,5.0,Rantzausgade 52,Denmark,Zealand,"{'latitude': '55.68742', 'longitude': '12.547214'}",https://media-cdn.tripadvisor.com/media/photo-o/17/d9/0c/47/photo0jpg.jpg
Salon 39,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service, ","European, ","Dinner, Late Night, Drinks, ",,,4.0,Vodroffsvej 39,Denmark,Zealand,"{'latitude': '55.67839', 'longitude': '12.554656'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/95/85/f2/20160611-192736-largejpg.jpg
Oscar Bar Cafe,"Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, ","Bar, Cafe, European, ","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks, ","Vegetarian Friendly, ",,4.0,Regnbuepladsen 7,Denmark,Zealand,"{'latitude': '55.675716', 'longitude': '12.571305'}",https://media-cdn.tripadvisor.com/media/photo-o/12/d4/15/31/photo0jpg.jpg
CASA MIA,"Takeout, ","Italian, Pizza, ","Lunch, Dinner, ",,,4.5,Noerrebrogade 200,Denmark,Zealand,"{'latitude': '55.69829', 'longitude': '12.5431'}",https://media-cdn.tripadvisor.com/media/photo-o/03/cc/54/f7/casa-mia.jpg
Restaurant Napa,,,,,,4.5,Vester Soegade 6,Denmark,Zealand,"{'latitude': '55.67514', 'longitude': '12.55942'}",
Sushi Norregade,"Takeout, Reservations, Seating, Serves Alcohol, Table Service, Highchairs Available, ","Japanese, Sushi, Asian, ","Dinner, Lunch, ","Vegetarian Friendly, ",TktmX19MVzQ,4.0,Norregade 34,Denmark,Zealand,"{'latitude': '55.68191', 'longitude': '12.571117'}",https://media-cdn.tripadvisor.com/media/photo-o/18/f1/59/14/photo0jpg.jpg
The Auld Dubliner,"Reservations, Free Wifi, Seating, Television, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards, Table Service, Live Music, ","Irish, Bar, Pub, ","Lunch, Dinner, Late Night, Drinks, ",,"Exploring the booze, bars, and banter of Ireland",4.0,17 Anglesea Street 24 - 25 Temple Bar,Ireland,Province of Leinster,"{'latitude': '53.34565', 'longitude': '-6.261915'}",https://media-cdn.tripadvisor.com/media/photo-o/17/a4/35/f9/salmone-irlandese-su.jpg
Lumanti of Nepal,"Reservations, Seating, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Digital Payments, Table Service, Delivery, Takeout, Outdoor Seating, Highchairs Available, ","Asian, Nepali, Fusion, ","Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",At our authentic restaurant we aim to provide a realistic Nepalese fine dining experience.Eat on site or at home with fresh scented aromas of Nepalese spices and tastes that match to none. Only the healthiest and freshest ingredients are selected by our chefs to craft our dishes.With a full and friendly Nepalese staff of waiters and chefs we are ready to introduce you to a true representation of Nepalese cuisine.,4.5,88 Rathgar Road Rathgar,Ireland,Province of Leinster,"{'latitude': '53.313778', 'longitude': '-6.273056'}",https://media-cdn.tripadvisor.com/media/photo-o/11/40/8c/e5/lumanti-of-nepal-an-authentic.jpg
Las Tapas de Lola,"Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Reservations, Outdoor Seating, Seating, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, ","Mediterranean, European, Spanish, Catalan, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ","Located in the heart of buzzing Wexford Street and Camden Street, Las Tapas de Lola offers traditional Spanish tapas, wines, beers and tasty sangria for every occasion. As an Irish-Spanish co-owned place, we're passionate about our food and wine and even more passionate about having fun",4.5,12 Wexford Street,Ireland,Province of Leinster,"{'latitude': '53.337', 'longitude': '-6.265589'}",https://media-cdn.tripadvisor.com/media/photo-o/04/1b/84/63/las-tapas-de-lola.jpg
Eddie Rocket's,"Seating, Highchairs Available, Wheelchair Accessible, Takeout, ","Diner, American, Fast Food, ","Lunch, Dinner, ",,Eddie Rockets a unique American style diner operating nationwide. Customers love Eddie Rockets because the food is freshly cooked to order each and every time.,3.5,Citywest Road Citywest Shopping Centre,Ireland,Province of Leinster,"{'latitude': '53.28306', 'longitude': '-6.422096'}",https://media-cdn.tripadvisor.com/media/photo-o/14/ef/0e/a8/photo0jpg.jpg
Musashi,"Takeout, Reservations, Seating, Table Service, Delivery, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, ","Japanese, Sushi, Asian, Seafood, ","Lunch, Dinner, Brunch, Drinks, ","Vegetarian Friendly, Vegan Options, ",What we do,4.0,48 Hogan Place,Ireland,Province of Leinster,"{'latitude': '53.340996', 'longitude': '-6.245132'}",https://media-cdn.tripadvisor.com/media/photo-o/10/f0/43/16/dinner-mood.jpg
Mullingar House,"Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Television, ","Irish, Bar, Pub, ","Dinner, Brunch, Lunch, ","Vegetarian Friendly, Gluten Free Options, ",The Mullingar House is a pub,4.5,Mullingar Terrace Chapelizod,Ireland,Province of Leinster,"{'latitude': '53.34833', 'longitude': '-6.3425'}",https://media-cdn.tripadvisor.com/media/photo-o/08/47/73/4f/back-lounge.jpg
Angelina's,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, European, ","Breakfast, Lunch, Dinner, Brunch, ","Vegan Options, Gluten Free Options, Vegetarian Friendly, ","We promise beautiful food, made with the very best local and international produce. Our dishes are created with the bold, sun-filled flavours of Italy. We serve up in a laid back and informal vibe every day of the week, from lunch and brunch through dinner, so stop by with family and friends and enjoy a great meal, in great company. Angelina",4.0,55 Percey Place,Ireland,Province of Leinster,"{'latitude': '53.33456', 'longitude': '-6.244219'}",https://media-cdn.tripadvisor.com/media/photo-o/11/b7/17/e0/angelina-s-interior.jpg
Doyle's of College Street,"Seating, Wheelchair Accessible, ","Bar, ","Lunch, Dinner, ",,,4.5,9 College Street,Ireland,Province of Leinster,"{'latitude': '53.39814', 'longitude': '-6.12922'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/e9/69/9d/traditional-cod-and-chips.jpg
Salt Cafe,"Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, ","Irish, Cafe, European, ","Breakfast, Lunch, Dinner, Brunch, Drinks, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ","Avoca Monkstown is unique, being our only location that exclusively features food. With a large Food Market and separate SALT cafe, you",4.5,11A The Crescent,Ireland,Province of Leinster,"{'latitude': '53.29396', 'longitude': '-6.152143'}",https://media-cdn.tripadvisor.com/media/photo-o/11/c1/61/59/avoca-monkstown-salt.jpg
Tolteca Mexican Style Grill,"Takeout, Seating, Wheelchair Accessible, ","Mexican, Fast Food, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, ","Tolteca is a Mexican-style grill where we believe Good Food is Sacred. Located on Dublin's Suffolk St, Camden St, Baggot St, Rathmines and Newcastle Road, Galway.",3.5,38 Upper Baggot Street,Ireland,Province of Leinster,"{'latitude': '53.34335', 'longitude': '-6.260279'}",https://media-cdn.tripadvisor.com/media/photo-o/16/ef/f7/05/tolteca-salad-with-homemade.jpg
Dig In,"Takeout, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Street Parking, Accepts American Express, Accepts Credit Cards, Table Service, Wine and Beer, Gift Cards Available, ","Irish, European, Healthy, ","Brunch, Lunch, Dinner, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,19 Camden Street Lower,Ireland,Province of Leinster,"{'latitude': '53.335308', 'longitude': '-6.265229'}",https://media-cdn.tripadvisor.com/media/photo-o/1b/ea/4d/e2/jr-women-of-power-in.jpg
Two Pups Coffee,"Takeout, Seating, Wheelchair Accessible, Table Service, ","Irish, Cafe, ","Breakfast, Lunch, Brunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,74 Francis Street,Ireland,Province of Leinster,"{'latitude': '53.339314', 'longitude': '-6.273644'}",https://media-cdn.tripadvisor.com/media/photo-o/19/87/6f/fe/photo1jpg.jpg
Mochaland Cafe,"Reservations, Outdoor Seating, Street Parking, Wheelchair Accessible, Serves Alcohol, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Seating, Highchairs Available, Accepts Credit Cards, Table Service, ","Mediterranean, Cafe, European, ","Dinner, Brunch, Drinks, Breakfast, Lunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",Mochaland Caf,4.5,20 Lower Ormond Quay,Ireland,Province of Leinster,"{'latitude': '53.3462', 'longitude': '-6.265647'}",https://media-cdn.tripadvisor.com/media/photo-o/10/e6/7d/a9/img-20171007-wa0003-largejpg.jpg
Brunos Takeaway,"Delivery, Takeout, ","Fast Food, Seafood, ","Dinner, ",,,5.0,2a Oxmantown Road,Ireland,Province of Leinster,"{'latitude': '53.35457', 'longitude': '-6.29321'}",https://media-cdn.tripadvisor.com/media/photo-o/02/c0/0a/61/brunos-takeaway.jpg
Neary's,"Outdoor Seating, Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, ","Irish, Bar, Pub, ","Lunch, Drinks, ",,Welcome to Nearys Bar ,4.0,1 Chatham Street,Ireland,Province of Leinster,"{'latitude': '53.34081', 'longitude': '-6.26109'}",https://media-cdn.tripadvisor.com/media/photo-o/0c/da/19/25/interior.jpg
The Butcher Grill,"Reservations, Seating, Serves Alcohol, Full Bar, Table Service, ","Steakhouse, European, Grill, ","Lunch, Dinner, Late Night, ","Gluten Free Options, ",,4.5,92 Ranelagh Village,Ireland,Province of Leinster,"{'latitude': '53.324314', 'longitude': '-6.252582'}",https://media-cdn.tripadvisor.com/media/photo-o/15/74/20/3e/photo2jpg.jpg
River Bar,"Reservations, Outdoor Seating, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music, ","Irish, Bar, European, Pub, Gastropub, ","Lunch, Dinner, Brunch, Late Night, Drinks, ","Vegetarian Friendly, Vegan Options, ",,3.5,2-12 Aston Quay,Ireland,Province of Leinster,"{'latitude': '53.34684', 'longitude': '-6.258577'}",https://media-cdn.tripadvisor.com/media/photo-o/19/c7/50/f1/river-bar-dublin.jpg
The White House,"Reservations, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available, ","Irish, Bar, European, Pub, ","Breakfast, Lunch, Dinner, Brunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,12-13 Main St Baldoyle,Ireland,Province of Leinster,"{'latitude': '53.398003', 'longitude': '-6.127058'}",https://media-cdn.tripadvisor.com/media/photo-o/09/67/1d/fa/the-white-house.jpg
The Hairy Lemon Cafe Bar,"Takeout, Outdoor Seating, Highchairs Available, Reservations, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards, Table Service, Live Music, ",,"Lunch, Dinner, Brunch, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",Traditional Irish Pub,4.5,42 Lower Stephens Street,Ireland,Province of Leinster,"{'latitude': '53.342842', 'longitude': '-6.263356'}",https://media-cdn.tripadvisor.com/media/photo-o/14/ec/cc/6b/front-of-the-hairy-lemon.jpg
Four Star Pizza Ranelagh,,,"Lunch, Dinner, ",,,2.5,112 Renelagh Road,Ireland,Province of Leinster,"{'latitude': '53.324', 'longitude': '-6.25141'}",
Fair-Play Cafe,,,"Breakfast, Lunch, ",,,4.5,10a York Road Ringsend The Anchorage Project,Ireland,Province of Leinster,"{'latitude': '53.3441', 'longitude': '-6.22588'}",https://media-cdn.tripadvisor.com/media/photo-o/12/b0/69/1d/cruise-liner-docking.jpg
Oscar's Restaurant,"Seating, ",,"Breakfast, Lunch, Dinner, ",,,4.0,"Findlater Place, off O'Connell Street BEST WESTERN PLUS Academy Plaza Hotel",Ireland,Province of Leinster,"{'latitude': '53.35238', 'longitude': '-6.25995'}",
Jimmy Rabbittes,"Serves Alcohol, Seating, ","Irish, Bar, Pub, ",,,,4.0,84-87 Lwr Camden street,Ireland,Province of Leinster,"{'latitude': '53.33645', 'longitude': '-6.26591'}",https://media-cdn.tripadvisor.com/media/photo-o/11/55/35/02/craft-beers-and-live.jpg
Le Bon Crubeen,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Jazz Bar, ","Fusion, ","Lunch, Dinner, Brunch, Late Night, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ","Le Bon Crubeen's brasserie menu delivers a realistic, consistent, grass-roots experience sourcing ingredients from the very finest Irish producers delivering quality and value for money. Our menus include vegetarian and Coeliac",4.0,81 Talbot Street,Ireland,Province of Leinster,"{'latitude': '53.350582', 'longitude': '-6.255128'}",https://media-cdn.tripadvisor.com/media/photo-o/12/eb/6a/69/fresh-fish-from-local.jpg
Apache Pizza,"Delivery, Takeout, Seating, ","Pizza, Fast Food, ","Lunch, Dinner, ",,,3.0,58 Dame Street / Eustace Street,Ireland,Province of Leinster,"{'latitude': '53.344288', 'longitude': '-6.265023'}",https://media-cdn.tripadvisor.com/media/photo-o/10/82/d8/f8/really-good-pizza-and.jpg
Supermac's,"Takeout, Wheelchair Accessible, Seating, ","Pizza, Fast Food, Irish, ","Lunch, ",,,3.5,"Stockhole Lane, Clonshaugh Road Topaz Service Station",Ireland,Province of Leinster,"{'latitude': '53.411167', 'longitude': '-6.216609'}",https://media-cdn.tripadvisor.com/media/photo-o/13/91/16/07/supermac-s.jpg
The Fumbally,"Takeout, Seating, Highchairs Available, Serves Alcohol, Free Wifi, Accepts Credit Cards, ","Cafe, European, ","Breakfast, Lunch, Brunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,Fumbally Lane,Ireland,Province of Leinster,"{'latitude': '53.33706', 'longitude': '-6.272851'}",https://media-cdn.tripadvisor.com/media/photo-o/17/bf/7b/63/the-fumbally.jpg
Azteca - CLOSED,"Delivery, Reservations, ","Mexican, ","Breakfast, ",,,0.0,19 - 21 Lord Edward Street,Ireland,Province of Leinster,"{'latitude': '53.34378', 'longitude': '-6.269144'}",https://media-cdn.tripadvisor.com/media/photo-o/17/b4/c0/34/img-20190526-135313-largejpg.jpg
Sam's Bar,,"Bar, Pub, ",,,,3.5,The Dawson Hotel 35 Dawson Street,Ireland,Province of Leinster,"{'latitude': '53.3405', 'longitude': '-6.258799'}",https://media-cdn.tripadvisor.com/media/photo-o/16/98/34/d2/photo2jpg.jpg
Base Wood Fired Pizza,"Delivery, Takeout, Wheelchair Accessible, ","Italian, Pizza, Fast Food, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, ","Influenced by traditional Neapolitan cooking methods and inspired by modern flavours we aim to provide our customers with a superior pizza experience. Not only are we fanatical about taste but we also ensure that our ingredients are the freshest and finest available. Our flour, charcuterie and cheeses are sourced directly from our co-op of independent producers based in Naples and we locally source all our fruit and vegetables. Everything is prepared daily by us so we can ensure that each and every pizza is exactly as it should be. At Base we strive to honour the heritage of traditional pizza, where the quality of ingredients is paramount. We feel our attention to detail and passion for quality pays off and we",4.0,92 Terenure Road East & 18 Merrion Road Ballsbridge,Ireland,Province of Leinster,"{'latitude': '53.32582', 'longitude': '-6.22323'}",https://media-cdn.tripadvisor.com/media/photo-o/10/44/ac/bb/focaccia.jpg
Marco Pierre White Steakhouse and Grill,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Steakhouse, European, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Gluten Free Options, ","Following on the success of his London restaurants, Marco is proud to open his first Irish venture, here on Dawson Street. Like the man himself, the new venue is flamboyant, entertaining and full of character. This is a place where diners can enjoy simple yet exquisite cuisine that perfectly embodies what Marco calls Affordable Glamour.",4.0,51 Dawson Street,Ireland,Province of Leinster,"{'latitude': '53.34154', 'longitude': '-6.258171'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/cd/bd/ed/view-from-inside-the.jpg
Opium,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, ","Asian, Thai, Fusion, ","Lunch, Dinner, Late Night, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ","Opium is home to the most vibrant flavours of Thai and Vietnamese cuisine with a Restaurant Cocktail Bar heated Botanical Garden, Rooftop Terrace and Night Club.",4.0,26 Wexford Street,Ireland,Province of Leinster,"{'latitude': '53.336613', 'longitude': '-6.265922'}",https://media-cdn.tripadvisor.com/media/photo-o/17/0c/72/69/opium-interior.jpg
Aurora,,"British, ",,,,5.0,Eccles St,Ireland,Province of Leinster,"{'latitude': '53.35836', 'longitude': '-6.26681'}",https://media-cdn.tripadvisor.com/media/photo-o/06/86/59/b6/aurora-inside.jpg
Nook Cafe,,,"Breakfast, Lunch, Dinner, ",,,4.5,"Unit J, Roselawn Shopping Centre Roselawn Road, Blanchardstown, Dublin 15",Ireland,Province of Leinster,"{'latitude': '53.38278', 'longitude': '-6.37181'}",
Gbk South William,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, ","American, Bar, Fast Food, Grill, Contemporary, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Gluten Free Options, ",,3.5,14 William Street South Dublin 2,Ireland,Province of Leinster,"{'latitude': '53.342255', 'longitude': '-6.262499'}",https://media-cdn.tripadvisor.com/media/photo-o/18/e5/a4/fb/20190816-171306-largejpg.jpg
Fusion Grill,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Cash Only, Buffet, ","Steakhouse, Brazilian, European, Asian, ","Dinner, Lunch, ",,"A great and delicious option. We specialize in real Flame Grill Steaks and Chicken, cooked on a smokey fire grill. We offer an extensive Brazilian menu Come on to enjoy the amazing taste of Brazil in Dublin City Center. Fresh food everyday, cook to order.",4.0,N Lotts behind Epicurean Food Hall,Ireland,Province of Leinster,"{'latitude': '53.34739', 'longitude': '-6.26284'}",https://media-cdn.tripadvisor.com/media/photo-o/0a/51/95/d6/img-20160210-141133-largejpg.jpg
Gerry's Coffee Shop,"Takeout, Seating, Wheelchair Accessible, Free Wifi, Street Parking, ","Irish, Cafe, European, ","Breakfast, Lunch, Brunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",Classic Irish family owned ,4.5,6 Montague Street,Ireland,Province of Leinster,"{'latitude': '53.336536', 'longitude': '-6.264626'}",https://media-cdn.tripadvisor.com/media/photo-o/17/88/73/84/gerry-s-coffee-shop.jpg
Yankee Donuts,,"American, ",,,Donut and Ice cream restaurant,5.0,96 Rathmines Road Lower,Ireland,Province of Leinster,"{'latitude': '53.32651', 'longitude': '-6.2646'}",
WILDE Restaurant,"Full Bar, Reservations, Private Dining, Seating, Parking Available, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, ","International, Fusion, ","Lunch, Dinner, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ","The new WILDE restaurant redefines traditional dining while creating a unique destination that's both relaxing and luxurious. The central design ethos fuses 1930s elegance with an abundance of greenery, giving guests the sense of alfresco dining. The menu at WILDE celebrates the finest Irish seasonal produce, combining much-loved local dishes with classic cuisine from around the world.",4.5,Grafton Street,Ireland,Province of Leinster,"{'latitude': '53.34141', 'longitude': '-6.261066'}",https://media-cdn.tripadvisor.com/media/photo-o/13/d4/00/76/organic-salmon-tenderstem.jpg
